Date,Hour,Commune Montreuil,IRIS 930480204,IRIS 930480205,IRIS 930480206,IRIS 930480401,IRIS 930480604,Total
2020-08-24,00:00:00,100209,9885,11802,8783,2893,9076,142648
2020-08-24,00:30:00,95213,11148,12184,8286,2895,9034,138760
2020-08-24,01:00:00,85383,9647,9769,6320,1681,8104,120904
2020-08-24,01:30:00,79010,6530,12188,6967,2413,8333,115441
2020-08-24,02:00:00,74321,7071,12501,5720,2812,1696,104121
2020-08-24,02:30:00,72135,7320,13194,5517,3039,1430,102635
2020-08-24,03:00:00,71303,6902,13416,6355,3047,1427,102450
2020-08-24,03:30:00,68022,7376,13309,5892,2641,1335,98575
2020-08-24,04:00:00,64955,6898,12983,7172,2942,1213,96163
2020-08-24,04:30:00,63763,2777,8483,7328,1992,1225,85568
2020-08-24,05:00:00,64204,2381,8401,7242,1653,1211,85092
2020-08-24,05:30:00,66468,1996,8306,7322,1592,1588,87272
2020-08-24,06:00:00,66366,2452,9471,8393,1790,1560,90032
2020-08-24,06:30:00,78528,6978,9893,7535,1725,5302,109961
2020-08-24,07:00:00,80863,7531,8902,6257,1803,6102,111458
2020-08-24,07:30:00,82234,7583,8971,7099,1638,7312,114837
2020-08-24,08:00:00,87078,8479,9874,6891,2222,7598,122142
2020-08-24,08:30:00,93208,10347,11455,8980,3036,9906,136932
2020-08-24,09:00:00,97840,11082,12178,10313,3163,10782,145358
2020-08-24,09:30:00,100328,12054,14263,11116,3397,11765,152923
2020-08-24,10:00:00,100402,10290,13061,9779,3134,10031,146697
2020-08-24,10:30:00,99190,10299,12370,8477,2846,10057,143239
2020-08-24,11:00:00,100388,11398,12873,9280,2765,11345,148049
2020-08-24,11:30:00,103650,11564,14271,10711,3218,11918,155332
2020-08-24,12:00:00,104562,11935,14100,10464,4120,11437,156618
2020-08-24,12:30:00,110030,12313,14726,11522,3943,12810,165344
2020-08-24,13:00:00,98037,12145,14472,10671,3514,11266,150105
2020-08-24,13:30:00,110033,12801,16138,12983,3737,13978,169670
2020-08-24,14:00:00,110401,12452,16257,13203,3340,14153,169806
2020-08-24,14:30:00,110046,13269,15836,11836,3907,13361,168255
2020-08-24,15:00:00,110742,13713,15682,12333,3831,13737,170038
2020-08-24,15:30:00,110169,12784,15622,12221,3646,14454,168896
2020-08-24,16:00:00,110703,12990,15239,12407,4733,13886,169958
2020-08-24,16:30:00,108168,12493,15850,11868,3767,13122,165268
2020-08-24,17:00:00,108894,12664,15330,11302,3341,13182,164713
2020-08-24,17:30:00,112963,13062,16297,12281,3502,14096,172201
2020-08-24,18:00:00,117033,13461,17265,13261,3664,15011,179695
2020-08-24,18:30:00,112027,14174,20456,14221,4310,15057,180245
2020-08-24,19:00:00,115463,15274,21502,14791,5225,15249,187504
2020-08-24,19:30:00,111111,13475,17287,13363,3549,14544,173329
2020-08-24,20:00:00,99809,10028,15559,12395,4172,13042,155005
2020-08-24,20:30:00,127742,14936,21237,13335,4501,17722,199473
2020-08-24,21:00:00,123105,14769,19687,15907,4366,13258,191092
2020-08-24,21:30:00,112508,13978,18327,13428,5153,14885,178279
2020-08-24,22:00:00,107079,13145,15327,11740,4471,12975,164737
2020-08-24,22:30:00,101087,12954,14814,10309,4988,11337,155489
2020-08-24,23:00:00,100048,12654,14970,9718,5312,9932,152634
2020-08-24,23:30:00,100017,11720,13514,9290,4385,10364,149290
2020-08-25,00:00:00,101381,10808,11683,8634,3848,9017,145371
2020-08-25,00:30:00,91141,11343,12183,8091,3345,9186,135289
2020-08-25,01:00:00,82507,10140,8649,5455,1959,8764,117474
2020-08-25,01:30:00,78826,8597,8641,5880,2001,6954,110899
2020-08-25,02:00:00,76428,8430,8402,6125,2800,4245,106430
2020-08-25,02:30:00,71038,9057,8201,5944,3220,876,98336
2020-08-25,03:00:00,69985,9501,7567,5562,3152,858,96625
2020-08-25,03:30:00,68501,8942,7917,5722,2976,846,94904
2020-08-25,04:00:00,66851,8523,7979,6339,2399,680,92771
2020-08-25,04:30:00,63841,6598,10022,7570,3093,1343,92467
2020-08-25,05:00:00,61529,3132,10260,7544,3366,1287,87118
2020-08-25,05:30:00,63941,2874,10793,8092,3484,1510,90694
2020-08-25,06:00:00,65358,2820,10503,8262,2927,1785,91655
2020-08-25,06:30:00,80197,8381,10178,6983,2365,5313,113417
2020-08-25,07:00:00,83363,8343,9107,7044,2061,6064,115982
2020-08-25,07:30:00,85699,8356,10034,6810,2319,6352,119570
2020-08-25,08:00:00,90939,9234,11863,8496,1957,7807,130296
2020-08-25,08:30:00,97189,10656,12241,9106,3644,8984,141820
2020-08-25,09:00:00,102197,10751,13413,10236,3266,11082,150945
2020-08-25,09:30:00,106852,11563,13814,8999,4192,10614,156034
2020-08-25,10:00:00,105507,11543,13647,8824,4337,10416,154274
2020-08-25,10:30:00,103718,11283,14578,9274,3302,10791,152946
2020-08-25,11:00:00,102742,10155,14285,9141,3940,10906,151169
2020-08-25,11:30:00,101774,10813,13221,9169,3738,10604,149319
2020-08-25,12:00:00,106383,10972,13856,9617,3192,10515,154535
2020-08-25,12:30:00,103983,11723,14997,10372,3452,11560,156087
2020-08-25,13:00:00,108812,13209,16115,12277,3685,12457,166555
2020-08-25,13:30:00,109536,12968,14665,10574,4427,11012,163182
2020-08-25,14:00:00,108764,13481,15902,10602,4122,10913,163784
2020-08-25,14:30:00,105258,11979,14491,10380,3932,11099,157139
2020-08-25,15:00:00,104670,11786,14534,10622,3672,10927,156211
2020-08-25,15:30:00,103570,12016,14549,10200,3627,11152,155114
2020-08-25,16:00:00,99197,12474,15239,9825,3131,11152,151018
2020-08-25,16:30:00,97468,12748,15442,11423,4073,9854,151008
2020-08-25,17:00:00,104959,12069,15764,11400,3622,12360,160174
2020-08-25,17:30:00,109194,12208,17307,13480,4563,14236,170988
2020-08-25,18:00:00,104247,13329,15770,12192,4142,13590,163270
2020-08-25,18:30:00,109190,13475,16877,12932,4465,14020,170959
2020-08-25,19:00:00,117368,14644,18910,15450,4907,16222,187501
2020-08-25,19:30:00,118440,15017,17404,14956,4761,14511,185089
2020-08-25,20:00:00,118470,14759,19387,15907,4167,13631,186321
2020-08-25,20:30:00,123873,14948,18891,14834,4973,16839,194358
2020-08-25,21:00:00,113284,14839,19088,14646,4265,15324,181446
2020-08-25,21:30:00,109584,14651,18989,13624,5013,14361,176222
2020-08-25,22:00:00,108601,13654,15184,12640,4643,12187,166909
2020-08-25,22:30:00,107612,14244,14415,9962,4718,12119,163070
2020-08-25,23:00:00,107231,13306,14265,9633,3765,10044,158244
2020-08-25,23:30:00,106275,12220,15176,9536,4222,10062,157491
2020-08-26,00:00:00,100232,11562,13738,8895,2846,9883,147156
2020-08-26,00:30:00,98940,11333,12179,8620,2788,10234,144094
2020-08-26,01:00:00,90685,9768,10051,7332,1781,8883,128500
2020-08-26,01:30:00,87178,9657,10340,6473,1772,8164,123584
2020-08-26,02:00:00,81681,9935,7162,4923,2540,8524,114765
2020-08-26,02:30:00,78064,12471,7944,5544,2331,5146,111500
2020-08-26,03:00:00,76254,12919,8198,4706,2406,5483,109966
2020-08-26,03:30:00,66728,7876,8691,5480,2709,4648,96132
2020-08-26,04:00:00,66258,7962,8768,5339,2243,828,91398
2020-08-26,04:30:00,68286,7494,8886,5857,2593,773,93889
2020-08-26,05:00:00,69678,7046,8320,5799,2286,761,93890
2020-08-26,05:30:00,68540,7718,8494,5855,2307,828,93742
2020-08-26,06:00:00,66999,8066,7787,6233,1173,1036,91294
2020-08-26,06:30:00,82987,8383,9546,6762,1399,5287,114364
2020-08-26,07:00:00,84610,7541,9135,6603,1432,6153,115474
2020-08-26,07:30:00,86696,7863,9414,6899,1580,6957,119409
2020-08-26,08:00:00,94027,8759,10482,8255,1828,8549,131900
2020-08-26,08:30:00,98572,9391,11693,9594,2333,10474,142057
2020-08-26,09:00:00,104135,10187,11982,9873,3241,11758,151176
2020-08-26,09:30:00,103224,11952,13222,9858,3533,11982,153771
2020-08-26,10:00:00,105046,11641,12876,9366,2598,11581,153108
2020-08-26,10:30:00,101404,12590,12274,8614,2994,10890,148766
2020-08-26,11:00:00,102976,11662,13634,9286,3124,11237,151919
2020-08-26,11:30:00,105684,12071,14538,10367,3904,12186,158750
2020-08-26,12:00:00,103972,11853,14849,10218,3730,12199,156821
2020-08-26,12:30:00,106296,12819,15211,11329,3351,12996,162002
2020-08-26,13:00:00,106052,13201,16125,11594,3610,12804,163386
2020-08-26,13:30:00,111105,14203,16214,11422,3970,12276,169190
2020-08-26,14:00:00,109072,13036,15771,10888,3823,11974,164564
2020-08-26,14:30:00,107506,12242,15148,10340,3591,12716,161543
2020-08-26,15:00:00,106501,12321,15232,10078,3778,12324,160234
2020-08-26,15:30:00,108467,12274,15687,11840,3743,13051,165062
2020-08-26,16:00:00,106774,12206,15052,11423,4475,12982,162912
2020-08-26,16:30:00,106858,12241,15393,12487,4113,13261,164353
2020-08-26,17:00:00,110134,12465,15232,11812,4495,13623,167761
2020-08-26,17:30:00,106122,13860,17135,13814,4845,14614,170390
2020-08-26,18:00:00,108457,12956,16436,12712,3651,13761,167973
2020-08-26,18:30:00,107622,13344,17248,13905,4208,14994,171321
2020-08-26,19:00:00,111089,14310,17191,14889,3750,14291,175520
2020-08-26,19:30:00,108906,12630,16679,14104,3408,13921,169648
2020-08-26,20:00:00,109120,12589,17883,14809,4533,13759,172693
2020-08-26,20:30:00,109313,12987,16859,13080,4500,13027,169766
2020-08-26,21:00:00,106939,12043,15771,12189,4289,12113,163344
2020-08-26,21:30:00,105561,13416,15210,11624,3729,11176,160716
2020-08-26,22:00:00,103393,12754,13729,10634,3145,10966,154621
2020-08-26,22:30:00,102031,11090,13248,9656,3932,9488,149445
2020-08-26,23:00:00,105198,11671,13397,9185,4230,9784,153465
2020-08-26,23:30:00,103526,12057,13272,9079,3280,9980,151194
2020-08-27,00:00:00,101374,11924,12300,8070,3355,8864,145887
2020-08-27,00:30:00,99101,11361,13675,8196,4400,8835,145568
2020-08-27,01:00:00,90340,9334,11217,5206,2182,7756,126035
2020-08-27,01:30:00,86265,6537,11893,4961,1727,6969,118352
2020-08-27,02:00:00,82856,5623,11614,5309,1916,6751,114069
2020-08-27,02:30:00,75748,7314,13464,5529,2565,4596,109216
2020-08-27,03:00:00,73047,7470,13427,5453,2623,875,102895
2020-08-27,03:30:00,72140,6950,12419,5325,2279,974,100087
2020-08-27,04:00:00,67294,7127,12519,6188,858,897,94883
2020-08-27,04:30:00,61855,6752,11867,5794,872,789,87929
2020-08-27,05:00:00,60229,7342,12380,5989,1422,726,88088
2020-08-27,05:30:00,62305,7030,11882,6044,1094,613,88968
2020-08-27,06:00:00,62995,7043,12651,6693,891,1051,91324
2020-08-27,06:30:00,81524,8055,10843,7036,1385,5444,114287
2020-08-27,07:00:00,84510,6930,8814,6257,1574,5421,113506
2020-08-27,07:30:00,89232,8182,10317,7650,2070,7045,124496
2020-08-27,08:00:00,96026,9586,11252,7924,1739,9188,135715
2020-08-27,08:30:00,103389,11465,12328,9026,2494,9704,148406
2020-08-27,09:00:00,108638,11748,13565,10858,3064,11986,159859
2020-08-27,09:30:00,108544,13155,13571,10127,3264,11297,159958
2020-08-27,10:00:00,108618,12613,14245,9683,3235,11120,159514
2020-08-27,10:30:00,107255,13232,14719,9754,3189,11483,159632
2020-08-27,11:00:00,102848,13013,14713,9473,3860,11138,155045
2020-08-27,11:30:00,106115,14232,16359,11051,4063,11750,163570
2020-08-27,12:00:00,109238,14549,16312,10952,4731,11374,167156
2020-08-27,12:30:00,110355,14647,17876,12909,4676,12555,173018
2020-08-27,13:00:00,109911,14552,17188,12744,4468,13020,171883
2020-08-27,13:30:00,106986,13922,16674,12177,4096,12836,166691
2020-08-27,14:00:00,106198,13130,15673,10722,4081,11795,161599
2020-08-27,14:30:00,105426,13512,16056,11648,4639,12678,163959
2020-08-27,15:00:00,104667,13900,15328,10872,4240,11659,160666
2020-08-27,15:30:00,100253,13038,14596,10561,3727,11144,153319
2020-08-27,16:00:00,106005,12244,14703,10656,4304,11277,159189
2020-08-27,16:30:00,105735,13140,15356,11012,4357,11511,161111
2020-08-27,17:00:00,107073,13242,17758,13062,4583,12434,168152
2020-08-27,17:30:00,108564,14197,17929,14041,5310,13745,173786
2020-08-27,18:00:00,104553,13227,17323,13660,4290,14422,167475
2020-08-27,18:30:00,108013,13417,19012,15377,4631,15161,175611
2020-08-27,19:00:00,112387,14280,18516,14902,4176,15442,179703
2020-08-27,19:30:00,109631,12886,16988,14343,4321,14146,172315
2020-08-27,20:00:00,103628,12748,14657,11786,4041,13056,159916
2020-08-27,20:30:00,98529,11111,17245,13335,4299,9936,154455
2020-08-27,21:00:00,102554,12963,15721,10328,2981,11516,156063
2020-08-27,21:30:00,107486,13615,14636,10277,3151,11367,160532
2020-08-27,22:00:00,105950,11889,13685,10178,3711,9999,155412
2020-08-27,22:30:00,101624,11454,12982,9126,3124,9749,148059
2020-08-27,23:00:00,101004,11187,12376,8789,3116,9792,146264
2020-08-27,23:30:00,106538,11945,13569,9367,3069,9299,153787
2020-08-28,00:00:00,102987,9929,12349,8000,3156,8468,144889
2020-08-28,00:30:00,97753,10980,12538,8359,4023,9434,143087
2020-08-28,01:00:00,83093,9075,10379,6168,2750,7610,119075
2020-08-28,01:30:00,82937,8982,10385,6553,2413,6483,117753
2020-08-28,02:00:00,81499,10634,10192,6467,2300,6914,118006
2020-08-28,02:30:00,76568,10978,10974,5544,2295,6152,112511
2020-08-28,03:00:00,73932,10299,11963,6130,2179,6612,111115
2020-08-28,03:30:00,72178,6633,12702,5381,2153,4045,103092
2020-08-28,04:00:00,73542,6693,12741,5246,2586,1200,102008
2020-08-28,04:30:00,73265,6539,12620,5616,2053,795,100888
2020-08-28,05:00:00,71158,6919,11853,5856,949,768,97503
2020-08-28,05:30:00,69391,6994,11949,5795,801,733,95663
2020-08-28,06:00:00,71447,7226,11902,5542,1234,949,98300
2020-08-28,06:30:00,83989,8931,10690,6408,1104,5353,116475
2020-08-28,07:00:00,86974,7949,9407,6486,1027,5869,117712
2020-08-28,07:30:00,90394,8171,10677,7892,1919,7154,126207
2020-08-28,08:00:00,96000,10993,11224,7767,1727,8607,136318
2020-08-28,08:30:00,104456,11551,12755,9508,1946,10613,150829
2020-08-28,09:00:00,108931,12634,14886,11162,2543,11832,161988
2020-08-28,09:30:00,108518,12152,14386,11184,2779,12851,161870
2020-08-28,10:00:00,56937,6442,7231,5218,1378,6339,83545
2020-08-28,10:30:00,106524,13037,15078,10127,3502,11400,159668
2020-08-28,11:00:00,107907,13355,15626,11045,3354,11386,162673
2020-08-28,11:30:00,109819,14246,16124,10482,3787,11803,166261
2020-08-28,12:00:00,109491,14940,16942,11663,4271,13593,170900
2020-08-28,12:30:00,113647,14817,18120,12476,5025,14250,178335
2020-08-28,13:00:00,110082,14041,16477,11815,4489,14032,170936
2020-08-28,13:30:00,111996,15742,18364,13412,4844,14739,179097
2020-08-28,14:00:00,107881,14536,15838,11981,3955,12827,167018
2020-08-28,14:30:00,108455,14606,15612,12196,4707,13190,168766
2020-08-28,15:00:00,106374,13444,15152,11224,4356,12844,163394
2020-08-28,15:30:00,104820,13176,15311,10829,4424,12246,160806
2020-08-28,16:00:00,99338,12756,15168,11004,3648,11447,153361
2020-08-28,16:30:00,101362,14011,16325,12181,4211,13842,161932
2020-08-28,17:00:00,106228,13961,17462,13778,4050,14454,169933
2020-08-28,17:30:00,104748,13389,17313,12684,4169,13369,165672
2020-08-28,18:00:00,108480,13329,16773,14699,4818,15936,174035
2020-08-28,18:30:00,108355,14082,18268,13882,4427,15648,174662
2020-08-28,19:00:00,109660,14131,19101,14374,4150,14884,176300
2020-08-28,19:30:00,114175,14210,17982,14489,4122,14636,179614
2020-08-28,20:00:00,113252,14770,18046,13780,4172,13660,177680
2020-08-28,20:30:00,114301,14647,18171,13232,4780,13151,178282
2020-08-28,21:00:00,109338,12876,15874,12409,3352,12212,166061
2020-08-28,21:30:00,106659,12835,15602,12370,3301,11026,161793
2020-08-28,22:00:00,107853,12981,15318,11278,3684,11230,162344
2020-08-28,22:30:00,103857,12319,14387,9752,3322,10427,154064
2020-08-28,23:00:00,102767,12211,14605,9581,3064,10044,152272
2020-08-28,23:30:00,101531,12001,14642,9903,3588,9558,151223
2020-08-29,00:00:00,101826,11098,13590,8826,4093,8656,148089
2020-08-29,00:30:00,105860,11242,14449,8135,4740,9132,153558
2020-08-29,01:00:00,94972,9647,10502,6965,2383,6978,131447
2020-08-29,01:30:00,92497,12937,12393,5169,2461,7020,132477
2020-08-29,02:00:00,87889,12771,12029,4994,2706,4264,124653
2020-08-29,02:30:00,86059,14124,13559,5322,2903,1905,123872
2020-08-29,03:00:00,79042,14853,14070,5460,2855,1039,117319
2020-08-29,03:30:00,77953,13552,13230,6387,2599,811,114532
2020-08-29,04:00:00,76629,13529,13522,6543,2840,852,113915
2020-08-29,04:30:00,73806,10968,11778,7755,3106,750,108163
2020-08-29,05:00:00,75004,9835,9869,7535,3153,668,106064
2020-08-29,05:30:00,73880,9848,9493,7347,2895,844,104307
2020-08-29,06:00:00,72226,11092,8563,7184,2212,908,102185
2020-08-29,06:30:00,80259,9563,9571,6705,1364,5287,112749
2020-08-29,07:00:00,80016,7699,8464,6086,1057,5374,108696
2020-08-29,07:30:00,80650,7786,8251,6121,1241,4841,108890
2020-08-29,08:00:00,83625,8194,9420,6977,1540,5525,115281
2020-08-29,08:30:00,87993,9388,10535,7324,1857,6476,123573
2020-08-29,09:00:00,91892,10128,11986,8370,2098,6824,131298
2020-08-29,09:30:00,94024,9348,10987,7873,2354,6729,131315
2020-08-29,10:00:00,59227,6378,7992,5878,1529,4984,85988
2020-08-29,10:30:00,100105,12371,14107,10030,3315,9606,149534
2020-08-29,11:00:00,101756,12639,14156,10335,3304,10202,152392
2020-08-29,11:30:00,104673,13018,15596,12063,2957,11125,159432
2020-08-29,12:00:00,105858,13269,15726,12170,3486,12542,163051
2020-08-29,12:30:00,107329,13783,15647,11465,4120,11959,164303
2020-08-29,13:00:00,107491,12116,15324,12824,3600,12714,164069
2020-08-29,13:30:00,108131,11907,14346,10742,3685,11454,160265
2020-08-29,14:00:00,105969,12279,14850,11578,3413,10826,158915
2020-08-29,14:30:00,105951,12194,15287,12826,3637,11723,161618
2020-08-29,15:00:00,102727,11625,14955,12473,3986,11102,156868
2020-08-29,15:30:00,103369,12409,15758,12729,3752,11976,159993
2020-08-29,16:00:00,104153,12440,15785,12784,4216,12161,161539
2020-08-29,16:30:00,103568,13226,15940,11745,4419,11107,160005
2020-08-29,17:00:00,103727,12504,15564,12572,4224,11967,160558
2020-08-29,17:30:00,105961,12240,15665,11226,3656,11484,160232
2020-08-29,18:00:00,104493,13258,15063,11470,3346,11108,158738
2020-08-29,18:30:00,107352,14370,17279,13502,4781,13441,170725
2020-08-29,19:00:00,110317,13983,16682,12423,4379,12675,170459
2020-08-29,19:30:00,113021,14704,17122,13253,4800,14327,177227
2020-08-29,20:00:00,115739,13325,17187,13058,4438,13086,176833
2020-08-29,20:30:00,112093,13332,15794,12830,4123,12565,170737
2020-08-29,21:00:00,110643,13025,15154,11575,4487,12454,167338
2020-08-29,21:30:00,109334,13940,14958,9970,4142,10839,163183
2020-08-29,22:00:00,106426,13300,14897,9955,3918,10592,159088
2020-08-29,22:30:00,105514,12473,12911,9126,3625,9518,153167
2020-08-29,23:00:00,105707,12681,13981,9287,3484,9466,154606
2020-08-29,23:30:00,104699,11998,12535,9536,3521,10055,152344
2020-08-30,00:00:00,101381,11677,13232,9524,3027,9257,148098
2020-08-30,00:30:00,104457,11148,12642,8268,3523,10042,150080
2020-08-30,01:00:00,97318,9275,8513,6283,1638,8293,131320
2020-08-30,01:30:00,92881,11319,10926,7302,2541,6960,131929
2020-08-30,02:00:00,90075,12783,11791,7082,2151,3475,127357
2020-08-30,02:30:00,85903,14062,12221,5507,2172,870,120735
2020-08-30,03:00:00,83508,14529,12424,5984,1952,935,119332
2020-08-30,03:30:00,81991,14999,12573,5718,2568,1100,118949
2020-08-30,04:00:00,81746,14200,11030,5524,1667,726,114893
2020-08-30,04:30:00,82051,12805,9649,6359,2103,788,113755
2020-08-30,05:00:00,79257,11713,7526,5994,2540,754,107784
2020-08-30,05:30:00,78281,11723,7289,6045,2091,588,106017
2020-08-30,06:00:00,78760,11917,8362,7179,1973,865,109056
2020-08-30,06:30:00,83506,9729,9769,6921,1927,5218,117070
2020-08-30,07:00:00,81839,7287,8994,5785,1291,5299,110495
2020-08-30,07:30:00,83289,7664,8779,6095,1638,5840,113305
2020-08-30,08:00:00,81680,7838,8703,5217,1451,5581,110470
2020-08-30,08:30:00,85950,8517,11391,8508,1754,5551,121671
2020-08-30,09:00:00,89776,9564,10195,7083,1658,5934,124210
2020-08-30,09:30:00,93495,9758,10432,7364,1834,6441,129324
2020-08-30,10:00:00,100886,11050,12098,8928,3062,8022,144046
2020-08-30,10:30:00,103965,11916,12250,8200,2877,10287,149495
2020-08-30,11:00:00,109489,13291,14727,10632,2992,9851,160982
2020-08-30,11:30:00,111054,15517,16871,11532,3640,10732,169346
2020-08-30,12:00:00,112203,15482,16932,11928,3810,11666,172021
2020-08-30,12:30:00,114471,16046,16791,10775,4871,10981,173935
2020-08-30,13:00:00,98037,15357,16250,10368,4126,9947,154085
2020-08-30,13:30:00,113648,14797,16749,10543,4493,10719,170949
2020-08-30,14:00:00,113344,14954,15373,10467,3965,9783,167886
2020-08-30,14:30:00,108487,13974,15355,10832,3873,9423,161944
2020-08-30,15:00:00,107322,14389,15878,10170,4039,10350,162148
2020-08-30,15:30:00,113426,12909,15149,10106,4410,9473,165473
2020-08-30,16:00:00,111916,12474,15518,11150,3698,9775,164531
2020-08-30,16:30:00,111898,13516,15813,11401,4565,11033,168226
2020-08-30,17:00:00,113952,13984,16134,11277,4994,11139,171480
2020-08-30,17:30:00,114359,13868,16045,10926,4852,11998,172048
2020-08-30,18:00:00,116877,13767,16253,11427,4817,12262,175403
2020-08-30,18:30:00,117782,14387,17090,13206,4707,13459,180631
2020-08-30,19:00:00,117929,15048,17463,13209,5232,12906,181787
2020-08-30,19:30:00,122033,14001,17262,13757,4410,13429,184892
2020-08-30,20:00:00,120857,14219,17120,12854,3919,13631,182600
2020-08-30,20:30:00,121480,14902,17021,12854,4224,11619,182100
2020-08-30,21:00:00,122528,15747,16862,12434,4389,12555,184515
2020-08-30,21:30:00,110373,13689,15975,10907,4478,11261,166683
2020-08-30,22:00:00,108397,13346,15812,10858,3846,10402,162661
2020-08-30,22:30:00,105471,13056,14711,9964,4254,10122,157578
2020-08-30,23:00:00,105876,13840,14081,9244,4423,10088,157552
2020-08-30,23:30:00,105617,12057,14104,9340,3849,10144,155111
2020-08-31,00:00:00,113082,12925,14505,9663,3514,8986,162675
2020-08-31,00:30:00,109490,11676,12925,8481,3480,8860,154912
2020-08-31,01:00:00,98102,11440,12719,5331,2169,6737,136498
2020-08-31,01:30:00,94178,12716,13553,5605,2704,6634,135390
2020-08-31,02:00:00,92821,14362,14681,5500,2995,950,131309
2020-08-31,02:30:00,89052,14337,13838,5360,2828,772,126187
2020-08-31,03:00:00,89053,14000,13989,6123,3068,940,127173
2020-08-31,03:30:00,85054,11965,10050,5793,3543,697,117102
2020-08-31,04:00:00,79364,11513,8188,5816,3256,852,108989
2020-08-31,04:30:00,78767,11121,7225,5991,2149,792,106045
2020-08-31,05:00:00,76789,11339,7065,5796,2179,929,104097
2020-08-31,05:30:00,79104,11490,7446,6122,2061,878,107101
2020-08-31,06:00:00,81978,11571,8704,7270,2461,1340,113324
2020-08-31,06:30:00,93366,10800,10562,7016,2212,5204,129160
2020-08-31,07:00:00,95503,9049,10576,6921,2242,6299,130590
2020-08-31,07:30:00,99640,9320,10817,7281,2370,6994,136422
2020-08-31,08:00:00,107822,11043,12036,8079,2995,8606,150581
2020-08-31,08:30:00,113318,13094,14057,9904,3793,12187,166353
2020-08-31,09:00:00,119577,13910,14866,11340,4247,13846,177786
2020-08-31,09:30:00,118480,14993,16146,11628,4606,12514,178367
2020-08-31,10:00:00,119327,15368,16255,11335,4831,13873,180989
2020-08-31,10:30:00,119600,14773,16490,10735,4512,12272,178382
2020-08-31,11:00:00,118219,14697,16035,10493,5310,12815,177569
2020-08-31,11:30:00,123070,16188,17513,11896,5450,13615,187732
2020-08-31,12:00:00,122300,15132,17591,11799,5436,13123,185381
2020-08-31,12:30:00,125525,16220,18124,13924,5503,15479,194775
2020-08-31,13:00:00,129201,16579,19692,15069,5734,15928,202203
2020-08-31,13:30:00,130145,16992,19735,15391,6335,15960,204558
2020-08-31,14:00:00,130672,17714,20210,15399,5373,14593,203961
2020-08-31,14:30:00,127562,16116,19268,14346,5163,14503,196958
2020-08-31,15:00:00,122057,14447,16407,12823,4319,13299,183352
2020-08-31,15:30:00,121343,14687,16801,12671,4467,14223,184192
2020-08-31,16:00:00,124804,15558,18203,13644,5945,14516,192670
2020-08-31,16:30:00,130249,16057,20160,14791,5458,15659,202374
2020-08-31,17:00:00,130199,17001,20986,15092,5416,16168,204862
2020-08-31,17:30:00,131652,18970,21514,15674,6691,16990,211491
2020-08-31,18:00:00,107481,15866,22590,17267,6642,18203,188049
2020-08-31,18:30:00,129157,16774,21613,17157,5303,18122,208126
2020-08-31,19:00:00,135648,17102,21713,17408,5524,17896,215291
2020-08-31,19:30:00,133492,16559,20877,15418,5969,16461,208776
2020-08-31,20:00:00,127439,16510,20396,15691,6139,16515,202690
2020-08-31,20:30:00,126423,16675,21599,16524,5674,17434,204329
2020-08-31,21:00:00,124928,16459,20853,15365,5043,15449,198097
2020-08-31,21:30:00,127757,15489,18902,14038,5266,13893,195345
2020-08-31,22:00:00,121300,14324,16793,12313,4986,12529,182245
2020-08-31,22:30:00,118681,13380,16279,11632,4289,11000,175261
2020-08-31,23:00:00,115879,14135,17194,11480,4506,10971,174165
2020-08-31,23:30:00,112851,13253,15126,10626,4803,11078,167737
2020-09-01,00:00:00,113438,12093,14290,10320,3886,11126,165153
2020-09-01,00:30:00,112532,13671,15730,8392,3106,10956,164387
2020-09-01,01:00:00,100979,13216,14260,5525,1765,10250,145995
2020-09-01,01:30:00,94328,13361,14348,5405,3067,9184,139693
2020-09-01,02:00:00,91564,12886,13969,5311,2876,5271,131877
2020-09-01,02:30:00,87415,13376,15297,6943,2649,5537,131217
2020-09-01,03:00:00,81435,13086,14281,6442,2711,5276,123231
2020-09-01,03:30:00,77767,12108,15417,6763,2617,5021,119693
2020-09-01,04:00:00,75230,8027,14856,6592,2284,5010,111999
2020-09-01,04:30:00,74202,7733,14534,6506,2756,1329,107060
2020-09-01,05:00:00,68870,8434,15735,7078,2766,1648,104531
2020-09-01,05:30:00,69470,8343,14602,7164,1538,1646,102763
2020-09-01,06:00:00,72702,11534,14397,7534,1608,2112,109887
2020-09-01,06:30:00,93001,11686,11769,7952,1644,6298,132350
2020-09-01,07:00:00,99557,10408,11532,7395,1894,8382,139168
2020-09-01,07:30:00,107011,11098,11298,7965,1563,9683,148618
2020-09-01,08:00:00,112901,11794,12254,9113,2898,10943,159903
2020-09-01,08:30:00,122002,13008,14023,10497,4080,12921,176531
2020-09-01,09:00:00,126973,15703,16972,13012,4593,16144,193397
2020-09-01,09:30:00,131186,16878,19347,14429,4711,15685,202236
2020-09-01,10:00:00,129489,15660,19038,13884,4425,15245,197741
2020-09-01,10:30:00,126167,15722,20036,13469,4600,16122,196116
2020-09-01,11:00:00,121655,15728,19487,13343,4965,14984,190162
2020-09-01,11:30:00,118589,14412,18538,13540,5114,14505,184698
2020-09-01,12:00:00,117406,14007,17109,12328,4900,14003,179753
2020-09-01,12:30:00,124681,14989,18487,14136,5130,15221,192644
2020-09-01,13:00:00,122952,16250,18416,13909,5321,14204,191052
