Date,Hour,Commune Montreuil,IRIS 930480204,IRIS 930480205,IRIS 930480206,IRIS 930480401,IRIS 930480604,Total
2020-09-10,16:00:00,125811,15693,18944,13288,5150,15034,193920
2020-09-10,16:30:00,127078,15915,20174,15157,5264,16597,200185
2020-09-10,17:00:00,126258,16022,21171,16375,5562,18963,204351
2020-09-10,17:30:00,126509,16417,20264,16182,5828,17587,202787
2020-09-10,18:00:00,125312,17139,21529,17817,5642,19256,206695
2020-09-10,18:30:00,130085,17887,22373,17750,6569,18669,213333
2020-09-10,19:00:00,127764,16971,22251,17117,6198,19370,209671
2020-09-10,19:30:00,128177,16760,20578,16000,5806,17152,204473
2020-09-10,20:00:00,127039,15662,19202,14970,4783,15863,197519
2020-09-10,20:30:00,124241,15624,18694,13599,5126,13662,190946
2020-09-10,21:00:00,124498,15611,19382,13615,5294,13412,191812
2020-09-10,21:30:00,120950,14375,17896,13085,4674,12397,183377
2020-09-10,22:00:00,118405,14575,17553,13201,4757,12692,181183
2020-09-10,22:30:00,118594,15759,16613,11534,5175,11958,179633
2020-09-10,23:00:00,116821,15338,16430,11683,4688,11837,176797
2020-09-10,23:30:00,115329,14212,15376,11172,3858,11513,171460
2020-09-11,00:00:00,117120,15280,15067,10334,4427,12271,174499
2020-09-11,00:30:00,116728,14408,14792,9242,4569,11451,171190
2020-09-11,01:00:00,108381,13355,12967,8409,3935,10711,157758
2020-09-11,01:30:00,100825,14249,14257,9422,3556,8794,151103
2020-09-11,02:00:00,100566,15893,15749,8185,3982,4580,148955
2020-09-11,02:30:00,97230,14243,13888,6017,3787,1023,136188
2020-09-11,03:00:00,92622,13169,12561,5939,2523,894,127708
2020-09-11,03:30:00,90012,11668,11755,5975,2047,991,122448
2020-09-11,04:00:00,84844,8605,7899,6787,1898,936,110969
2020-09-11,04:30:00,82984,8775,7689,6754,1609,1079,108890
2020-09-11,05:00:00,80577,9148,7959,6917,1700,997,107298
2020-09-11,05:30:00,81057,9588,8537,7381,1976,1140,109679
2020-09-11,06:00:00,80081,10514,8760,7432,2057,1572,110416
2020-09-11,06:30:00,97335,10907,11590,8604,1722,6613,136771
2020-09-11,07:00:00,99653,10146,12257,9022,1776,7725,140579
2020-09-11,07:30:00,106854,10215,12515,9979,2056,9341,150960
2020-09-11,08:00:00,117327,13065,15217,11244,3543,11732,172128
2020-09-11,08:30:00,124996,13910,15807,11905,3575,13268,183461
2020-09-11,09:00:00,130441,16263,17733,13228,4772,15746,198183
2020-09-11,09:30:00,129769,17656,21020,15139,5583,16700,205867
2020-09-11,10:00:00,127014,16190,18035,12011,5077,14033,192360
2020-09-11,10:30:00,122747,15393,17631,12540,4549,13625,186485
2020-09-11,11:00:00,124719,15987,17766,12340,4655,14004,189471
2020-09-11,11:30:00,123103,15016,17097,12307,4555,14278,186356
2020-09-11,12:00:00,123324,14899,16448,12303,4405,14463,185842
2020-09-11,12:30:00,124368,16361,18010,13179,5556,14490,191964
2020-09-11,13:00:00,124397,17320,19120,14591,4653,15363,195444
2020-09-11,13:30:00,117726,15855,17459,13085,4454,14227,182806
2020-09-11,14:00:00,123622,16936,19257,14143,4803,15818,194579
2020-09-11,14:30:00,122257,16091,17724,12054,4780,13633,186539
2020-09-11,15:00:00,122024,15986,17355,12704,4939,14276,187284
2020-09-11,15:30:00,124655,16730,17435,13403,4624,14702,191549
2020-09-11,16:00:00,122988,17439,19443,14321,5445,15727,195363
2020-09-11,16:30:00,123192,16353,19600,15473,5745,16835,197198
2020-09-11,17:00:00,126481,16507,21451,17025,5041,18106,204611
2020-09-11,17:30:00,124344,16130,20142,15623,5114,17521,198874
2020-09-11,18:00:00,130558,18696,22654,17162,5959,18227,213256
2020-09-11,18:30:00,128390,18950,23247,17977,5330,18911,212805
2020-09-11,19:00:00,134034,18610,23595,18194,5736,18495,218664
2020-09-11,19:30:00,128583,18060,23212,17539,4749,18474,210617
2020-09-11,20:00:00,126762,18039,21904,16337,5206,16779,205027
2020-09-11,20:30:00,122918,15972,19776,15606,4642,15538,194452
2020-09-11,21:00:00,123883,16443,19861,13625,4580,14652,193044
2020-09-11,21:30:00,121647,16277,19127,13530,4682,14154,189417
2020-09-11,22:00:00,119901,14887,18141,13021,4627,13314,183891
2020-09-11,22:30:00,114410,15258,17601,12519,3470,12101,175359
2020-09-11,23:00:00,114343,13622,15636,11353,4310,11997,171261
2020-09-11,23:30:00,112297,13247,14951,11089,4148,11790,167522
2020-09-12,00:00:00,112888,12299,14576,10734,3092,12419,166008
2020-09-12,00:30:00,112338,12868,15088,9652,4178,11211,165335
2020-09-12,01:00:00,100085,10495,11372,7804,2752,10493,143001
2020-09-12,01:30:00,93459,12469,14133,7286,4183,8810,140340
2020-09-12,02:00:00,90704,13301,14339,6654,3522,4268,132788
2020-09-12,02:30:00,87939,13307,14514,6678,3286,1126,126850
2020-09-12,03:00:00,85164,14808,15005,6417,3198,1063,125655
2020-09-12,03:30:00,81660,15074,14103,6024,2771,857,120489
2020-09-12,04:00:00,78168,15587,13912,6062,1881,1055,116665
2020-09-12,04:30:00,72826,15049,13685,6680,1625,1028,110893
2020-09-12,05:00:00,79538,13323,12246,7240,1907,817,115071
2020-09-12,05:30:00,80041,10541,8438,6920,2137,834,108911
2020-09-12,06:00:00,80760,10196,8555,7362,1933,770,109576
2020-09-12,06:30:00,86199,10802,11628,7171,2174,5710,123684
2020-09-12,07:00:00,89182,10271,10235,6357,2240,5674,123959
2020-09-12,07:30:00,92205,10033,10805,6130,2013,6086,127272
2020-09-12,08:00:00,94919,10210,11681,6871,2752,7372,133805
2020-09-12,08:30:00,99469,10707,11956,7606,2943,7279,139960
2020-09-12,09:00:00,103370,12282,13449,9186,3404,9710,151401
2020-09-12,09:30:00,107589,12121,14321,10500,3114,10798,158443
2020-09-12,10:00:00,112486,12009,15743,12045,3252,11365,166900
2020-09-12,10:30:00,114771,12737,16575,12869,4335,12027,173314
2020-09-12,11:00:00,119079,14956,18398,11962,4481,13927,182803
2020-09-12,11:30:00,119187,15229,20244,11293,4549,14899,185401
2020-09-12,12:00:00,122628,15662,19983,15605,4836,15473,194187
2020-09-12,12:30:00,123516,15323,19218,15490,4615,16815,194977
2020-09-12,13:00:00,121185,16781,18690,15042,4712,15132,191542
2020-09-12,13:30:00,121977,16380,17838,13084,4649,13643,187571
2020-09-12,14:00:00,118554,15169,18084,13779,4868,13438,183892
2020-09-12,14:30:00,119259,15886,18115,13630,4633,13312,184835
2020-09-12,15:00:00,117738,15459,19064,14502,5105,14672,186540
2020-09-12,15:30:00,117377,14730,19466,15538,5197,15043,187351
2020-09-12,16:00:00,116787,13862,18560,14405,5278,14321,183213
2020-09-12,16:30:00,112128,13493,16989,13366,4755,14066,174797
2020-09-12,17:00:00,113653,13895,18298,14299,5084,15107,180336
2020-09-12,17:30:00,114529,13848,17843,14281,5323,14971,180795
2020-09-12,18:00:00,114624,14133,17225,13725,5517,15230,180454
2020-09-12,18:30:00,117853,14021,19212,15465,5433,16253,188237
2020-09-12,19:00:00,127002,15283,20363,16230,4788,16428,200094
2020-09-12,19:30:00,119383,15901,20788,15934,5743,15684,193433
2020-09-12,20:00:00,120174,14464,20324,15550,5262,16067,191841
2020-09-12,20:30:00,124448,15620,19573,14854,5320,15484,195299
2020-09-12,21:00:00,120080,14980,19922,14196,5104,14912,189194
2020-09-12,21:30:00,118996,14758,18605,13240,4585,13042,183226
2020-09-12,22:00:00,116882,14848,17802,12323,4298,11954,178107
2020-09-12,22:30:00,117286,14846,17194,11526,4635,12295,177782
2020-09-12,23:00:00,116368,13884,16069,11903,4504,13123,175851
2020-09-12,23:30:00,115130,13719,16455,11244,4547,11556,172651
2020-09-13,00:00:00,115753,15385,14665,10408,4235,12301,172747
2020-09-13,00:30:00,119770,14987,14719,10116,3141,11593,174326
2020-09-13,01:00:00,109534,14706,15338,7979,2705,11367,161629
2020-09-13,01:30:00,106822,14195,14007,8628,1363,10705,155720
2020-09-13,02:00:00,103484,15100,15000,8295,2157,9691,153727
2020-09-13,02:30:00,100405,14868,14256,6617,2554,4786,143486
2020-09-13,03:00:00,95447,13975,13724,6621,1760,4194,135721
2020-09-13,03:30:00,92032,13517,13045,5918,1426,802,126740
2020-09-13,04:00:00,89443,13062,13604,6997,1357,570,125033
2020-09-13,04:30:00,79223,12519,13100,6600,1250,783,113475
2020-09-13,05:00:00,78533,11905,11474,6592,1824,793,111121
2020-09-13,05:30:00,78480,9295,7960,6715,1900,826,105176
2020-09-13,06:00:00,77334,10134,7790,6675,1924,933,104790
2020-09-13,06:30:00,85863,10579,10343,6943,1632,5737,121097
2020-09-13,07:00:00,84979,8924,10316,6197,1694,5838,117948
2020-09-13,07:30:00,85354,10234,9740,6141,2128,6264,119861
2020-09-13,08:00:00,88470,9264,11277,6914,2089,7187,125201
2020-09-13,08:30:00,91557,10127,11100,6794,3395,7405,130378
2020-09-13,09:00:00,94764,9645,10641,7356,2595,8016,133017
2020-09-13,09:30:00,100566,10293,11736,8590,2604,8328,142117
2020-09-13,10:00:00,105344,12154,14653,12011,3421,13023,160606
2020-09-13,10:30:00,111810,14452,15741,12254,3868,13074,171199
2020-09-13,11:00:00,114026,14667,16116,10949,3513,11325,170596
2020-09-13,11:30:00,107520,13963,15827,11293,4146,12466,165215
2020-09-13,12:00:00,120969,17361,20508,14435,4284,14624,192181
2020-09-13,12:30:00,121941,16490,19577,14115,4850,13320,190293
2020-09-13,13:00:00,121528,16793,19301,13507,4703,12829,188661
2020-09-13,13:30:00,119879,15048,17705,12511,4620,12018,181781
2020-09-13,14:00:00,117972,14598,16915,11693,3807,12103,177088
2020-09-13,14:30:00,114817,15575,17666,12593,5072,11371,177094
2020-09-13,15:00:00,108872,13742,16295,11782,4467,12731,167889
2020-09-13,15:30:00,113654,13580,16595,11477,4314,14159,173779
2020-09-13,16:00:00,114246,13627,16479,11743,5003,11919,173017
2020-09-13,16:30:00,113812,14387,16171,10826,5404,11880,172480
2020-09-13,17:00:00,112589,13833,16335,11836,5419,12499,172511
2020-09-13,17:30:00,113940,14622,17107,12096,6371,12641,176777
2020-09-13,18:00:00,116440,14758,17685,12227,5643,13084,179837
2020-09-13,18:30:00,120745,15626,19183,13412,5137,13816,187919
2020-09-13,19:00:00,124530,14829,18446,16717,5759,17758,198039
2020-09-13,19:30:00,123917,14492,18918,14783,4974,14745,191829
2020-09-13,20:00:00,127271,15564,19329,14110,5773,15990,198037
2020-09-13,20:30:00,125140,15166,18659,12894,5627,13175,190661
2020-09-13,21:00:00,126999,15270,18929,13496,5773,14136,194603
2020-09-13,21:30:00,127445,13931,17467,12810,4964,13072,189689
2020-09-13,22:00:00,118655,13994,16029,11966,4239,13178,178061
2020-09-13,22:30:00,121708,13056,16656,11328,3636,12095,178479
2020-09-13,23:00:00,116475,12782,15092,10549,3791,12527,171216
2020-09-13,23:30:00,114814,13325,14571,10799,3983,12465,169957
2020-09-14,00:00:00,117394,13922,13758,10270,3375,12077,170796
2020-09-14,00:30:00,115259,12150,14659,9372,3118,12145,166703
2020-09-14,01:00:00,102183,12627,14554,6954,2580,11244,150142
2020-09-14,01:30:00,99393,12733,14037,7097,1952,9473,144685
2020-09-14,02:00:00,94440,12243,14749,6094,1845,8910,138281
2020-09-14,02:30:00,90359,13800,13906,6099,3224,3150,130538
2020-09-14,03:00:00,82623,12480,13068,6211,2557,909,117848
2020-09-14,03:30:00,83209,12120,12064,6228,1696,646,115963
2020-09-14,04:00:00,82541,11620,11440,5855,2189,777,114422
2020-09-14,04:30:00,82752,11934,11541,5667,997,735,113626
2020-09-14,05:00:00,80851,13213,13041,6451,1822,1038,116416
2020-09-14,05:30:00,80924,13597,13835,7040,1685,1517,118598
2020-09-14,06:00:00,81532,11410,9275,7188,1952,2149,113506
2020-09-14,06:30:00,97489,11470,13060,8270,2202,7525,140016
2020-09-14,07:00:00,101308,9962,12459,8898,2154,8349,143130
2020-09-14,07:30:00,110182,11615,12991,9325,3364,9024,156501
2020-09-14,08:00:00,117788,12370,15106,11609,3371,12097,172341
2020-09-14,08:30:00,126994,12802,16314,13185,4672,13448,187415
2020-09-14,09:00:00,131889,16231,18576,15226,4412,16060,202394
2020-09-14,09:30:00,135993,15856,18479,14551,5412,16378,206669
2020-09-14,10:00:00,133772,15636,17397,12861,5187,14508,199361
2020-09-14,10:30:00,130255,14288,16557,11713,4386,13897,191096
2020-09-14,11:00:00,128072,14713,17288,12326,4724,14812,191935
2020-09-14,11:30:00,122304,15033,16519,11067,4714,13434,183071
2020-09-14,12:00:00,124457,15535,17296,12665,4712,14604,189269
2020-09-14,12:30:00,126932,15203,16728,13445,4268,14577,191153
2020-09-14,13:00:00,131334,15501,18420,14440,4596,16164,200455
2020-09-14,13:30:00,129038,15024,18547,15205,4942,16227,198983
2020-09-14,14:00:00,131679,15967,19519,15459,4688,16658,203970
2020-09-14,14:30:00,131978,16021,20137,15296,5360,16131,204923
2020-09-14,15:00:00,129219,15324,19140,14245,4974,16466,199368
2020-09-14,15:30:00,128248,15508,18706,13554,4955,15055,196026
2020-09-14,16:00:00,133139,14979,18972,14144,5038,15660,201932
2020-09-14,16:30:00,130844,15504,19436,14912,4797,16209,201702
2020-09-14,17:00:00,130988,16321,19199,15124,5154,17871,204657
2020-09-14,17:30:00,133054,16205,21300,17060,5288,19323,212230
2020-09-14,18:00:00,131590,16190,20231,16682,5558,18090,208341
2020-09-14,18:30:00,137853,18025,23527,19603,5857,22293,227158
2020-09-14,19:00:00,140089,17574,24531,19995,6326,21011,229526
2020-09-14,19:30:00,137828,18314,23214,18714,6175,19838,224083
2020-09-14,20:00:00,133606,17839,22794,16765,6075,17352,214431
2020-09-14,20:30:00,135395,17081,20709,15954,5412,16596,211147
2020-09-14,21:00:00,131466,17293,20017,13907,5781,15348,203812
2020-09-14,21:30:00,123831,16443,19253,13297,5523,13662,192009
2020-09-14,22:00:00,120118,15567,17925,12318,4684,12783,183395
2020-09-14,22:30:00,121679,15367,17720,11856,5107,11543,183272
2020-09-14,23:00:00,120861,14205,16401,11521,5013,12353,180354
2020-09-14,23:30:00,118591,13648,15951,10746,4454,12105,175495
2020-09-15,00:00:00,119027,14208,14860,9718,4619,10043,172475
2020-09-15,00:30:00,114069,13231,14504,8715,4347,11733,166599
2020-09-15,01:00:00,104195,12019,12827,7485,2819,8831,148176
2020-09-15,01:30:00,95547,11144,12757,6810,1979,9411,137648
2020-09-15,02:00:00,90959,12935,13921,7058,2878,6354,134105
2020-09-15,02:30:00,92115,13945,13688,6669,2737,1234,130388
2020-09-15,03:00:00,89190,13729,12937,6262,2243,1012,125373
2020-09-15,03:30:00,88044,13042,12532,5952,2033,895,122498
2020-09-15,04:00:00,86216,11147,9301,6630,2442,705,116441
2020-09-15,04:30:00,84643,9122,8338,7080,2333,1164,112680
2020-09-15,05:00:00,84222,9259,7981,6599,2330,983,111374
2020-09-15,05:30:00,83511,9297,7351,6356,2223,1878,110616
2020-09-15,06:00:00,83676,9920,8354,6932,2044,1931,112857
2020-09-15,06:30:00,97283,10843,11823,8258,2672,7081,137960
2020-09-15,07:00:00,102496,9503,11580,8708,2437,7650,142374
2020-09-15,07:30:00,111197,11151,13526,10111,3393,9824,159202
2020-09-15,08:00:00,121944,12845,15819,12481,3535,11938,178562
2020-09-15,08:30:00,127617,13863,16996,13639,4494,14261,190870
2020-09-15,09:00:00,133095,15715,19427,15108,5712,16095,205152
2020-09-15,09:30:00,131330,16674,19774,14607,5917,16231,204533
2020-09-15,10:00:00,130468,14860,17418,13488,4282,15979,196495
2020-09-15,10:30:00,125871,14535,17260,12706,4265,14563,189200
2020-09-15,11:00:00,126017,13585,17753,12826,4320,13899,188400
2020-09-15,11:30:00,128932,13781,17556,13007,4840,15106,193222
2020-09-15,12:00:00,124154,13202,16063,12350,4846,14679,185294
2020-09-15,12:30:00,127679,14867,17973,14151,4296,16416,195382
2020-09-15,13:00:00,131746,15624,19775,15063,4928,17029,204165
2020-09-15,13:30:00,132913,15328,18735,15082,4862,17327,204247
2020-09-15,14:00:00,127549,15071,18663,14272,4952,15733,196240
2020-09-15,14:30:00,121857,15296,18028,12774,4608,15475,188038
2020-09-15,15:00:00,116165,15522,17393,11276,5148,15217,180721
2020-09-15,15:30:00,110474,15748,16759,12792,3920,14959,174652
2020-09-15,16:00:00,104782,15974,16124,13220,4910,14701,169711
2020-09-15,16:30:00,99091,16200,15490,13129,4821,14443,163174
2020-09-15,17:00:00,130460,15496,20448,16862,5074,17457,205797
2020-09-15,17:30:00,131478,14212,18520,14944,4730,17978,201862
2020-09-15,18:00:00,136439,17204,22230,17871,5106,20710,219560
2020-09-15,18:30:00,136200,17526,22002,18274,5390,20682,220074
2020-09-15,19:00:00,135579,18387,23287,18449,5781,20304,221787
2020-09-15,19:30:00,134749,18229,24752,18957,6140,20187,223014
2020-09-15,20:00:00,134116,17176,22147,17251,5882,16986,213558
2020-09-15,20:30:00,132197,17384,21318,15284,5244,15380,206807
2020-09-15,21:00:00,128494,17390,20976,14230,5526,14301,200917
2020-09-15,21:30:00,123093,16789,19806,12615,5709,13752,191764
2020-09-15,22:00:00,123673,15442,18585,13238,4710,13635,189283
2020-09-15,22:30:00,123658,14006,16674,11678,4464,12726,183206
2020-09-15,23:00:00,121496,15028,17535,12455,4845,12336,183695
2020-09-15,23:30:00,120775,13749,16502,11031,5060,12014,179131
2020-09-16,00:00:00,120798,13646,16689,11309,3845,11403,177690
2020-09-16,00:30:00,115458,13700,15155,9987,3585,11877,169762
2020-09-16,01:00:00,102506,9985,11188,7497,2646,11941,145763
2020-09-16,01:30:00,95644,10381,13770,6657,2441,11040,139933
2020-09-16,02:00:00,94954,13637,14253,6018,2872,9788,141522
2020-09-16,02:30:00,90914,15098,15339,6510,2904,4261,135026
2020-09-16,03:00:00,87666,14361,14642,6207,2836,4152,129864
2020-09-16,03:30:00,86693,12785,12740,5862,2217,4496,124793
2020-09-16,04:00:00,86218,12983,12737,5724,2289,1348,121299
2020-09-16,04:30:00,84987,11844,11932,6743,3158,1346,120010
2020-09-16,05:00:00,84228,10391,9505,7700,2178,806,114808
2020-09-16,05:30:00,82710,9787,8779,8004,1367,777,111424
2020-09-16,06:00:00,86519,10627,8968,8044,1456,1096,116710
2020-09-16,06:30:00,101377,11570,12249,8802,1781,6668,142447
2020-09-16,07:00:00,105155,9725,11585,8243,1880,7691,144279
2020-09-16,07:30:00,102830,10185,11532,7613,2268,8076,142504
2020-09-16,08:00:00,114448,11821,13864,9880,2463,10460,162936
2020-09-16,08:30:00,127543,13835,17361,12981,3670,14863,190253
2020-09-16,09:00:00,134772,16180,18363,14005,4510,15802,203632
2020-09-16,09:30:00,132712,16773,19609,13934,4702,16288,204018
2020-09-16,10:00:00,132404,17168,20562,13933,4928,16220,205215
2020-09-16,10:30:00,132032,16564,18006,12336,4335,15227,198500
2020-09-16,11:00:00,130492,15870,18064,12692,4342,15170,196630
2020-09-16,11:30:00,133787,15719,19217,13272,5409,15780,203184
2020-09-16,12:00:00,136234,17247,20698,14885,6009,17193,212266
2020-09-16,12:30:00,139228,17682,21746,15573,5442,17562,217233
2020-09-16,13:00:00,135799,18381,21882,16217,6175,18573,217027
2020-09-16,13:30:00,138950,17961,19059,16383,5370,17255,214978
2020-09-16,14:00:00,132427,18111,21043,14431,4916,16785,207713
2020-09-16,14:30:00,128305,17368,20305,14148,4992,15458,200576
2020-09-16,15:00:00,127120,17765,20549,14839,5148,15672,201093
2020-09-16,15:30:00,131067,17107,20102,13453,4787,14406,200922
2020-09-16,16:00:00,132118,17231,20295,14253,4910,16097,204904
2020-09-16,16:30:00,129873,18036,20257,15199,5065,15157,203587
2020-09-16,17:00:00,131550,17632,20984,15979,5000,15938,207083
2020-09-16,17:30:00,130809,17348,21809,17529,5182,18037,210714
2020-09-16,18:00:00,128347,16914,20030,15816,5049,16720,202876
2020-09-16,18:30:00,127706,16661,19604,15345,4966,16286,200568
2020-09-16,19:00:00,127065,16408,19179,14874,5977,15852,199355
2020-09-16,19:30:00,126425,16156,18754,17150,4802,15418,198705
2020-09-16,20:00:00,125784,15903,18328,13932,4720,14984,193651
2020-09-16,20:30:00,125144,15651,17903,13461,4638,14550,191347
2020-09-16,21:00:00,124503,15398,17478,12991,4556,14116,189042
2020-09-16,21:30:00,123862,15145,17052,12520,4473,13682,186734
2020-09-16,22:00:00,123222,14893,16627,12049,4391,13248,184430
2020-09-16,22:30:00,122581,14640,16202,11578,4309,12814,182124
2020-09-16,23:00:00,121941,14388,15776,11107,4227,12380,179819
2020-09-16,23:30:00,121300,14135,16709,10636,4145,11946,178871
2020-09-18,00:00:00,120660,13883,14926,10166,4063,11512,175210
2020-09-18,00:30:00,117797,14334,16316,9566,3678,12489,174180
2020-09-18,01:00:00,107617,13333,14206,6567,2708,11440,155871
2020-09-18,01:30:00,103107,13352,13560,6233,2090,9058,147400
2020-09-18,02:00:00,98911,16364,15604,6283,3802,6555,147519
2020-09-18,02:30:00,91736,13800,14453,6472,3641,1656,131758
2020-09-18,03:00:00,89462,13757,14266,6238,3625,1413,128761
2020-09-18,03:30:00,86872,9844,10126,4450,2443,886,114621
2020-09-18,04:00:00,85265,10395,10591,4753,2241,896,114141
2020-09-18,04:30:00,83254,11119,9934,4111,2245,779,111442
2020-09-18,05:00:00,81841,11102,5625,6084,1191,936,106779
2020-09-18,05:30:00,81505,11002,5667,6323,1355,896,106748
2020-09-18,06:00:00,82050,11688,6258,6628,1775,1085,109484
2020-09-18,06:30:00,94688,9879,11471,8052,1912,5498,131500
2020-09-18,07:00:00,97985,7880,11155,6829,1902,6869,132620
2020-09-18,07:30:00,85193,9077,10274,7631,2491,8114,122780
2020-09-18,08:00:00,93584,10135,11154,7670,3235,8807,134585
2020-09-18,08:30:00,103462,12081,13865,10188,4174,11935,155705
2020-09-18,09:00:00,109204,13930,15914,11641,4222,13855,168766
2020-09-18,09:30:00,109882,15858,16617,11881,5566,13971,173775
2020-09-18,10:00:00,111894,13915,15516,12024,4907,12282,170538
2020-09-18,10:30:00,111402,15023,16537,11632,4728,12438,171760
2020-09-18,11:00:00,123820,14814,17352,12593,4854,13633,187066
2020-09-18,11:30:00,124801,14570,16540,10513,4629,12541,183594
2020-09-18,12:00:00,125403,14354,16273,12068,4474,12986,185558
2020-09-18,12:30:00,128368,15385,16663,11075,5076,13258,189825
2020-09-18,13:00:00,128750,15971,17357,13163,5726,13999,194966
2020-09-18,13:30:00,111594,16109,17379,12544,5363,13159,176148
2020-09-18,14:00:00,110969,15311,16955,12165,5041,12063,172504
2020-09-18,14:30:00,125893,14866,16336,12049,4816,12741,186701
2020-09-18,15:00:00,109932,14821,16743,12086,4997,12135,170714
2020-09-18,15:30:00,111849,14771,16762,12075,4683,12751,172891
2020-09-18,16:00:00,111769,16012,16644,12574,5126,13190,175315
2020-09-18,16:30:00,106034,15942,16629,12235,5270,13083,169193
2020-09-18,17:00:00,109292,15516,17863,14056,5073,14911,176711
2020-09-18,17:30:00,116917,15403,19468,15030,4594,15924,187336
2020-09-18,18:00:00,120095,16268,21124,16578,5369,17469,196903
2020-09-18,18:30:00,124745,17480,22568,18460,5894,19873,209020
2020-09-18,19:00:00,128978,18888,23327,18970,5977,19839,215979
2020-09-18,19:30:00,127031,19058,22520,17295,5897,17776,209577
2020-09-18,20:00:00,125056,17016,20596,15087,5596,15450,198801
2020-09-18,20:30:00,121082,15642,20424,16155,5657,16459,195419
2020-09-18,21:00:00,121992,14567,17392,13617,4947,14255,186770
2020-09-18,21:30:00,122241,14374,17549,13580,5287,14039,187070
2020-09-18,22:00:00,119260,14471,17999,13971,5132,14295,185128
2020-09-18,22:30:00,113904,14150,15902,10918,4341,10999,170214
2020-09-18,23:00:00,117844,13654,15918,12631,4330,12608,176985
2020-09-18,23:30:00,120444,14066,16529,13207,4852,12053,181151
2020-09-19,00:00:00,119443,13785,15998,12177,4500,12233,178136
2020-09-19,00:30:00,114354,14492,17286,11077,4740,11175,173124
2020-09-19,01:00:00,108170,12054,12844,6489,2786,10341,152684
2020-09-19,01:30:00,106505,13867,13405,6770,3969,7279,151795
2020-09-19,02:00:00,105871,14113,14258,7139,3780,4608,149769
2020-09-19,02:30:00,99956,14869,13058,5899,3495,4840,142117
2020-09-19,03:00:00,97650,16916,13797,6315,3435,4195,142308
2020-09-19,03:30:00,92135,16093,14377,6297,3469,3939,136310
2020-09-19,04:00:00,89874,15581,14466,6566,2189,828,129504
2020-09-19,04:30:00,86113,14405,13387,5775,2998,1017,123695
2020-09-19,05:00:00,86352,13963,11424,5105,1230,901,118975
2020-09-19,05:30:00,87973,13183,10252,6183,1856,851,120298
2020-09-19,06:00:00,87778,10740,7783,6600,2093,779,115773
2020-09-19,06:30:00,91871,10369,10740,7521,1532,5577,127610
2020-09-19,07:00:00,92432,8618,10044,7250,1768,5124,125236
2020-09-19,07:30:00,94238,9496,10907,7594,2358,5984,130577
2020-09-19,08:00:00,98819,10338,11556,8592,2933,7190,139428
2020-09-19,08:30:00,103726,11199,13003,9687,3005,8443,149063
2020-09-19,09:00:00,110973,12652,15024,11394,3506,9567,163116
2020-09-19,09:30:00,115741,13392,18067,13308,3627,11709,175844
2020-09-19,10:00:00,118067,15473,19521,13593,4708,12395,183757
2020-09-19,10:30:00,120312,16368,19564,14205,4853,13205,188507
2020-09-19,11:00:00,122679,16751,17753,12826,4924,14882,189815
2020-09-19,11:30:00,123776,15564,21174,13114,5060,16408,195096
2020-09-19,12:00:00,126940,18207,22068,17226,5904,16914,207259
2020-09-19,12:30:00,128917,18991,21415,17535,5617,16162,208637
2020-09-19,13:00:00,125517,18753,22083,17639,5898,16944,206834
2020-09-19,13:30:00,120746,16839,20123,15546,4611,15750,193615
2020-09-19,14:00:00,124149,16708,20057,15540,4627,15033,196114
2020-09-19,14:30:00,126453,18902,20972,15455,4887,15205,201874
2020-09-19,15:00:00,124356,18256,20238,15431,5086,16311,199678
2020-09-19,15:30:00,121725,17853,20192,15018,4867,15193,194848
2020-09-19,16:00:00,121305,17960,20943,13220,4852,16584,194864
2020-09-19,16:30:00,117547,16727,20952,16300,4451,15155,191132
2020-09-19,17:00:00,118269,16793,20990,15489,4580,15126,191247
2020-09-19,17:30:00,119845,17115,21101,15880,5494,15783,195218
2020-09-19,18:00:00,120564,17230,22019,16496,5970,17267,199546
2020-09-19,18:30:00,123498,17604,22357,17929,5047,17694,204129
2020-09-19,19:00:00,127297,17323,21963,16776,5868,16644,205871
2020-09-19,19:30:00,128274,16742,20925,16867,5191,17534,205533
2020-09-19,20:00:00,128493,17427,20845,16179,5484,15289,203717
2020-09-19,20:30:00,125376,15653,18942,14038,4759,13006,191774
2020-09-19,21:00:00,124573,16674,20454,15039,5314,13607,195661
2020-09-19,21:30:00,124201,14850,18506,14105,4365,13662,189689
2020-09-19,22:00:00,121055,15580,17569,12855,4291,12806,184156
2020-09-19,22:30:00,122172,15351,17582,12358,4227,12040,183730
2020-09-19,23:00:00,122330,16372,18727,13053,4422,11132,186036
2020-09-19,23:30:00,122860,16378,16709,13690,5266,11853,186756
2020-09-20,00:00:00,122253,13922,18111,12190,4454,10941,181871
2020-09-20,00:30:00,122084,15261,17440,11323,5250,11739,183097
2020-09-20,01:00:00,115995,16142,17291,7387,3226,11106,171147
2020-09-20,01:30:00,113783,15281,13770,6971,4219,7496,161520
2020-09-20,02:00:00,109049,14512,14749,6775,3972,5667,154724
2020-09-20,02:30:00,100444,15432,14458,6525,4335,5576,146770
2020-09-20,03:00:00,98831,16853,16797,7483,4171,4723,148858
2020-09-20,03:30:00,97842,16447,16669,8017,3444,941,143360
2020-09-20,04:00:00,94728,14692,14476,7615,1990,749,134250
2020-09-20,04:30:00,83254,15572,15150,7988,1797,578,124339
